-[ RECORD 1 ]----+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 1
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_01_framed.png
alt_text         | Pointillism Always A Child 01 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 30
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 63 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 63
title            | Pointillism Always A Child 01
description      | Pointillism Always A Child 01 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_01.png
alt_text         | Pointillism Always A Child 01 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 30
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 64 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 64
title            | Pointillism Always A Child 02 Framed
description      | Pointillism Always A Child 02 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_02_framed.png
alt_text         | Pointillism Always A Child 02 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 31
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 65 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 65
title            | Pointillism Always A Child 02
description      | Pointillism Always A Child 02 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_02.png
alt_text         | Pointillism Always A Child 02 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 31
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 66 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 66
title            | Pointillism Always A Child 03 Framed
description      | Pointillism Always A Child 03 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_03_framed.png
alt_text         | Pointillism Always A Child 03 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 32
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 67 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 67
title            | Pointillism Always A Child 03
description      | Pointillism Always A Child 03 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_03.png
alt_text         | Pointillism Always A Child 03 Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 32
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 68 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 68
title            | Pointillism Always A Child 04 Framed
description      | Pointillism Always A Child 04 Framed Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_04_framed.png
alt_text         | Pointillism Always A Child 04 Framed Artwork
uploaded_at      | 2025-11-01 16:00:00+00
artwork_id       | 33
asset_identifier | 
photo_type       | artwork
uploaded_by_id   | 7
-[ RECORD 69 ]---+-----------------------------------------------------------------------------------------------------------------------------------------------------
id               | 69
title            | Pointillism Always A Child 04
description      | Pointillism Always A Child 04 Artwork
image            | image/upload/pointless-impressions-staging/artwork/pointillism_always_a_child_04.png
alt_text         | Pointillism Always A Child 04 Artwork
